Credibility Code,Sample Size,Precision,Abundance,Significance, AOU,Region,Species Name,Region Name,Model, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
  ,  ,  ,  ,2,6882,TEX,House Sparrow                           ,                                        , Dh,208,-4.498,-5.29,-3.73,32.716
  ,  ,  ,  ,1,6882,UT ,House Sparrow                           ,                                        , Dh,47,1.279,0.019,2.651,2.897
  ,  ,  ,  ,2,6882,VA ,House Sparrow                           ,                                        , Dh,52,-5.317,-6.529,-4.042,8.871
  ,  ,  ,  ,2,6882,VT ,House Sparrow                           ,                                        , Dh,23,-4.833,-6.63,-3.013,12.699
  ,  ,  ,  ,2,6882,WAS,House Sparrow                           ,                                        , Dh,68,-1.295,-2.375,-0.256,19.76
  ,  ,  ,  ,2,6882,WIS,House Sparrow                           ,                                        , Dh,88,-3.377,-4.047,-2.685,74.497
  ,  ,  ,  ,  ,6882,WV ,House Sparrow                           ,                                        , Dh,53,-1.021,-2.07,0.044,24.153
  ,  ,  ,  ,  ,6882,WYO,House Sparrow                           ,                                        , Dh,60,-1.269,-3.28,0.568,4.946
  ,  ,  ,  ,2,6882,CAN,House Sparrow                           ,                                        , Dh,572,-3.761,-4.311,-3.215,9.947
  ,  ,  ,  ,2,6882,US ,House Sparrow                           ,                                        , Dh,2933,-3.476,-3.681,-3.263,30.438
  ,  ,  ,  ,2,6882,SUR,House Sparrow                           ,                                        , Dh,3505,-3.508,-3.698,-3.306,23.721
  ,  ,  ,  ,2,6882,CA1,House Sparrow                           ,                                        , Dh,554,-3.793,-4.347,-3.241,10.271
  ,  ,  ,  ,2,6882,US1,House Sparrow                           ,                                        , Dh,2933,-3.476,-3.681,-3.263,30.438
  ,  ,  ,  ,2,6882,SU1,House Sparrow                           ,                                        , Dh,3487,-3.511,-3.702,-3.31,24.013
 Y,  ,  , Y,1,6883,S22,Eurasian Tree Sparrow                   ,                                        , Dh,48,3.976,1.564,6.795,0.964
 R, Y, R, R,1,6883,IA ,Eurasian Tree Sparrow                   ,                                        , Dh,5,22.306,7.426,46.383,0.017
  ,  ,  ,  ,1,6883,ILL,Eurasian Tree Sparrow                   ,                                        , Dh,40,3.397,1.014,5.899,2.352
 R, R, R, R,  ,6883,MO ,Eurasian Tree Sparrow                   ,                                        , Dh,3,3.825,-4.466,37.553,0.069
 Y,  ,  , Y,1,6883,US ,Eurasian Tree Sparrow                   ,                                        , Dh,48,3.976,1.564,6.795,0.964
 Y,  ,  , Y,1,6883,SUR,Eurasian Tree Sparrow                   ,                                        , Dh,48,3.976,1.564,6.795,0.964
 Y,  ,  , Y,1,6883,US1,Eurasian Tree Sparrow                   ,                                        , Dh,48,3.976,1.564,6.795,0.964
 Y,  ,  , Y,1,6883,SU1,Eurasian Tree Sparrow                   ,                                        , Dh,48,3.976,1.564,6.795,0.964
 R, Y, R,  ,2,6960,S02,Eastern Yellow Wagtail                  ,                                        , Dh,7,-11.46,-18.067,-5.612,2.775
 R, R, R,  ,2,6960,S03,Eastern Yellow Wagtail                  ,                                        , Dh,3,-6.244,-12.365,-0.355,6.769
 R, Y, R,  ,2,6960,AK ,Eastern Yellow Wagtail                  ,                                        , Dh,10,-7.399,-12.739,-2.356,5.008
 R, Y, R,  ,2,6960,US ,Eastern Yellow Wagtail                  ,                                        , Dh,10,-7.399,-12.739,-2.356,5.008
 R, Y, R,  ,2,6960,SUR,Eastern Yellow Wagtail                  ,                                        , Dh,10,-7.399,-12.739,-2.356,5.008
 R, Y, R,  ,  ,6970,S02,American Pipit                          ,                                        , Dh,6,1.561,-3.251,8.021,1.252
 Y, Y, Y, Y,  ,6970,S04,American Pipit                          ,                                        , Dh,10,0.046,-3.739,4.366,0.14
 R, R, R, Y,  ,6970,S08,American Pipit                          ,                                        , Dh,4,-1.414,-9.727,3.297,0.155
 R, R, R, R,  ,6970,S10,American Pipit                          ,                                        , Dh,1,-1.515,-19.316,4.842,0.029
 R,  , Y, R,2,6970,S16,American Pipit                          ,                                        , Dh,14,-3.787,-8.408,-0.031,0.08
 Y, Y, Y, Y,  ,6970,AK ,American Pipit                          ,                                        , Dh,13,1.168,-2.382,6.207,0.485
 Y, Y, Y, Y,  ,6970,COL,American Pipit                          ,                                        , Dh,11,-4.079,-8.955,0.065,0.102
 R, R, R, Y,  ,6970,NF ,American Pipit                          ,                                        , Dh,4,-1.414,-9.727,3.297,0.155
 R, R, R, R,  ,6970,UT ,American Pipit                          ,                                        , Dh,3,-3.568,-11.962,1.808,0.047
 R, R, R, R,  ,6970,WYO,American Pipit                          ,                                        , Dh,1,-1.515,-19.316,4.842,0.029
 R, R, R, R,  ,6970,YT ,American Pipit                          ,                                        , Dh,3,-0.118,-8.625,6.19,0.093
 R, Y, R, Y,  ,6970,CAN,American Pipit                          ,                                        , Dh,7,-0.318,-6.782,4.313,0.117
 Y,  , Y, Y,  ,6970,US ,American Pipit                          ,                                        , Dh,28,0.846,-2.486,5.696,0.366
 Y,  , Y, Y,  ,6970,SUR,American Pipit                          ,                                        , Dh,35,0.703,-2.369,5.101,0.301
 R,  , Y, R,  ,6970,US1,American Pipit                          ,                                        , Dh,15,-3.187,-7.69,0.268,0.063
 R,  , Y, R,  ,6970,SU1,American Pipit                          ,                                        , Dh,15,-3.187,-7.69,0.268,0.063
 R,  , R, Y,  ,7000,S06,Sprague's Pipit                         ,                                        , Dh,25,-1.757,-8.246,5.895,0.342
 R, Y, R, Y,  ,7000,S10,Sprague's Pipit                         ,                                        , Dh,7,3.193,-3.589,12.665,0.442
  ,  ,  ,  ,2,7000,S11,Sprague's Pipit                         ,                                        , Dh,175,-2.671,-4.538,-1.031,7.505
 Y,  , Y,  ,  ,7000,S17,Sprague's Pipit                         ,                                        , Dh,35,-0.638,-4.001,2.788,1.926
  ,  ,  ,  ,  ,7000,ALB,Sprague's Pipit                         ,                                        , Dh,88,-0.717,-2.58,1.308,3.265
 Y,  , Y, Y,  ,7000,MAN,Sprague's Pipit                         ,                                        , Dh,21,-4.094,-8.866,0.261,0.294
 Y,  , Y,  ,2,7000,MON,Sprague's Pipit                         ,                                        , Dh,43,-4.343,-7.653,-1.109,2.626
 Y,  , Y,  ,  ,7000,ND ,Sprague's Pipit                         ,                                        , Dh,26,-3.2,-6.904,0.794,2.862
  ,  ,  ,  ,  ,7000,SAS,Sprague's Pipit                         ,                                        , Dh,58,-1.448,-3.539,1.041,5.454
 R, Y, R, Y,  ,7000,SD ,Sprague's Pipit                         ,                                        , Dh,6,0.315,-7.403,9.63,0.151
  ,  ,  ,  ,  ,7000,CAN,Sprague's Pipit                         ,                                        , Dh,167,-1.196,-2.691,0.511,3.696
  ,  ,  ,  ,2,7000,US ,Sprague's Pipit                         ,                                        , Dh,75,-4.098,-7.13,-1.223,2.388
  ,  ,  ,  ,2,7000,SUR,Sprague's Pipit                         ,                                        , Dh,242,-2.23,-3.973,-0.649,3.267
  ,  ,  ,  ,  ,7000,CA1,Sprague's Pipit                         ,                                        , Dh,167,-1.196,-2.691,0.511,3.696
  ,  ,  ,  ,2,7000,US1,Sprague's Pipit                         ,                                        , Dh,75,-4.098,-7.13,-1.223,2.388
  ,  ,  ,  ,2,7000,SU1,Sprague's Pipit                         ,                                        , Dh,242,-2.23,-3.973,-0.649,3.267
 Y,  ,  , Y,2,5140,S05,Evening Grosbeak                        ,                                        , Dh,86,-2.501,-4.968,-0.033,0.683
 Y,  , Y, Y,  ,5140,S06,Evening Grosbeak                        ,                                        , Dh,47,-2.851,-7.681,2.256,0.481
 R,  , R,  ,  ,5140,S08,Evening Grosbeak                        ,                                        , Dh,54,-2.537,-7.306,2.698,2.036
  ,  ,  ,  ,2,5140,S09,Evening Grosbeak                        ,                                        , Dh,76,-6.397,-9.146,-3.514,1.71
 Y,  ,  , Y,2,5140,S10,Evening Grosbeak                        ,                                        , Dh,120,-3.697,-6.247,-1.145,0.464
 R, Y, R, R,  ,5140,S11,Evening Grosbeak                        ,                                        , Dh,5,-5.492,-14.033,3.14,0.008
  ,  ,  ,  ,2,5140,S12,Evening Grosbeak                        ,                                        , Dh,185,-10.141,-12.535,-7.653,1.942
 R,  , R, Y,2,5140,S13,Evening Grosbeak                        ,                                        , Dh,24,-12.981,-18.914,-6.822,0.103
  ,  ,  ,  ,2,5140,S14,Evening Grosbeak                        ,                                        , Dh,213,-12.193,-14.612,-9.66,3.628
 Y,  , Y,  ,  ,5140,S15,Evening Grosbeak                        ,                                        , Dh,26,-2.753,-6.861,1.367,1.417
 Y,  , Y, Y,  ,5140,S16,Evening Grosbeak                        ,                                        , Dh,63,1.103,-2.476,5.449,0.511
 R, R, R, R,2,5140,S17,Evening Grosbeak                        ,                                        , Dh,3,-9.894,-20.36,-0.429,0.015
 R, R, R, R,  ,5140,S23,Evening Grosbeak                        ,                                        , Dh,3,-6.199,-17.895,4.517,0.017
 R, R, R, Y,  ,5140,S30,Evening Grosbeak                        ,                                        , Dh,4,-7.504,-21.141,2.891,0.747
 R, R, R, R,  ,5140,S32,Evening Grosbeak                        ,                                        , Dh,2,-4.675,-16.661,5.946,0.015
 R, R, R, R,2,5140,S34,Evening Grosbeak                        ,                                        , Dh,1,-16.201,-32.018,-3.725,0.009
 R,  , R, Y,  ,5140,ALB,Evening Grosbeak                        ,                                        , Dh,28,-0.743,-6.428,5.431,0.191
 R, R, R, R,2,5140,ARI,Evening Grosbeak                        ,                                        , Dh,4,-9.92,-17.715,-2.469,0.061
 Y,  , Y,  ,2,5140,BC ,Evening Grosbeak                        ,                                        , Dh,82,-5.58,-8.481,-2.468,1.008
 Y,  , Y, Y,  ,5140,CAL,Evening Grosbeak                        ,                                        , Dh,43,-3.165,-6.398,0.1,0.328
 Y,  , Y, Y,  ,5140,COL,Evening Grosbeak                        ,                                        , Dh,42,-0.046,-3.907,4.018,0.187
 Y,  , Y,  ,  ,5140,IDA,Evening Grosbeak                        ,                                        , Dh,26,-1.874,-6.292,2.918,1.114
 R,  , R, Y,2,5140,MAN,Evening Grosbeak                        ,                                        , Dh,23,-12.723,-18.369,-7.386,0.837
 R, R, R, Y,  ,5140,MAS,Evening Grosbeak                        ,                                        , Dh,3,-4.172,-13.001,4.958,0.29
 R,  , R,  ,2,5140,ME ,Evening Grosbeak                        ,                                        , Dh,55,-21.147,-28.809,-14.758,1.528
 Y,  , Y,  ,2,5140,MIC,Evening Grosbeak                        ,                                        , Dh,23,-6.998,-11.741,-2.261,1.638
 Y,  , Y, Y,2,5140,MIN,Evening Grosbeak                        ,                                        , Dh,20,-7.841,-12.421,-3.552,0.627
 Y,  , Y, Y,  ,5140,MON,Evening Grosbeak                        ,                                        , Dh,28,-0.801,-4.562,3.198,0.11
 Y,  , Y,  ,2,5140,NB ,Evening Grosbeak                        ,                                        , Dh,28,-18.021,-22.9,-13.37,2.229
 R, Y, R, Y,  ,5140,NF ,Evening Grosbeak                        ,                                        , Dh,6,-0.204,-8.206,8.498,0.511
 R,  , R,  ,2,5140,NH ,Evening Grosbeak                        ,                                        , Dh,21,-15.015,-20.383,-10.04,1.7
 R, Y, R,  ,  ,5140,NM ,Evening Grosbeak                        ,                                        , Dh,8,2.324,-2.954,8.158,1.406
 Y,  , Y,  ,2,5140,NS ,Evening Grosbeak                        ,                                        , Dh,33,-10.869,-14.592,-7.033,8.313
 R,  , R, Y,2,5140,NY ,Evening Grosbeak                        ,                                        , Dh,22,-17.893,-24.423,-11.494,0.292
